REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
J23B85/027,A12778,Bachelor of Science in Accounting and Finance,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
J23B85/029,A12780,Bachelor of Science in Accounting and Finance,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J23B85/031,A12801,Bachelor of Science in Accounting and Finance,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
J24B85/002,A12621,Bachelor of Science in Accounting and Finance,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J24B85/004,A12639,Bachelor of Science in Accounting and Finance,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
J24B85/007,A12696,Bachelor of Science in Accounting and Finance,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24B85/010,A12709,Bachelor of Science in Accounting and Finance,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
J24B85/012,A12715,Bachelor of Science in Accounting and Finance,Muni Girls School,Arua,Tier 2,Private/Faith-based
J24B85/014,A12726,Bachelor of Science in Accounting and Finance,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J24B85/016,A12757,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24B85/018,A12764,Bachelor of Science in Accounting and Finance,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J24B85/020,A12792,Bachelor of Science in Accounting and Finance,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J24B85/022,A12797,Bachelor of Science in Accounting and Finance,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J24B85/024,A12812,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25B85/002,A12608,Bachelor of Science in Accounting and Finance,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J25B85/006,A12635,Bachelor of Science in Accounting and Finance,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J25B85/009,A12663,Bachelor of Science in Accounting and Finance,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
J25B85/012,A12745,Bachelor of Science in Accounting and Finance,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J25B85/014,A12782,Bachelor of Science in Accounting and Finance,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J25B85/016,A12810,Bachelor of Science in Accounting and Finance,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed
KJ23B85/024,A12759,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KJ24B85/008,A12697,Bachelor of Science in Accounting and Finance,Seeta High School,Kampala,Tier 2,Private/Faith-based
KJ25B85/005,A12617,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KJ25B85/010,A12708,Bachelor of Science in Accounting and Finance,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KM23B85/002,A12602,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM23B85/005,A12640,Bachelor of Science in Accounting and Finance,Makerere College School,Kampala,Tier 2,Private/Faith-based
KM23B85/009,A12718,Bachelor of Science in Accounting and Finance,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
KM23B85/012,A12732,Bachelor of Science in Accounting and Finance,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KM24B85/009,A12685,Bachelor of Science in Accounting and Finance,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
KM24B85/016,A12728,Bachelor of Science in Accounting and Finance,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
KM24B85/029,A12806,Bachelor of Science in Accounting and Finance,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
KM25B85/016,A12783,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KS23B85/005,A12641,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
KS23B85/021,A12747,Bachelor of Science in Accounting and Finance,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
KS24B85/010,A12667,Bachelor of Science in Accounting and Finance,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
KS24B85/016,A12707,Bachelor of Science in Accounting and Finance,Lira Town College,Lira,Tier 2,Private/Faith-based
KS25B85/010,A12670,Bachelor of Science in Accounting and Finance,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M23B85/003,A12612,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M23B85/007,A12660,Bachelor of Science in Accounting and Finance,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M23B85/013,A12744,Bachelor of Science in Accounting and Finance,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M23B85/015,A12756,Bachelor of Science in Accounting and Finance,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M23B85/017,A12787,Bachelor of Science in Accounting and Finance,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M23B85/019,A12790,Bachelor of Science in Accounting and Finance,Pakwach Secondary School,Nebbi,Tier 2,Public/Mixed
M23B85/021,A12804,Bachelor of Science in Accounting and Finance,Gayaza High School,Kampala,Tier 1,Private/Faith-based
M23B85/023,A12811,Bachelor of Science in Accounting and Finance,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B85/002,A12605,Bachelor of Science in Accounting and Finance,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
M24B85/004,A12629,Bachelor of Science in Accounting and Finance,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
M24B85/006,A12666,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24B85/010,A12689,Bachelor of Science in Accounting and Finance,Seeta High School,Kampala,Tier 2,Private/Faith-based
M24B85/012,A12705,Bachelor of Science in Accounting and Finance,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B85/015,A12724,Bachelor of Science in Accounting and Finance,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24B85/019,A12742,Bachelor of Science in Accounting and Finance,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
M24B85/021,A12752,Bachelor of Science in Accounting and Finance,Gulu High School,Gulu,Tier 2,Private/Faith-based
M24B85/023,A12765,Bachelor of Science in Accounting and Finance,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24B85/025,A12774,Bachelor of Science in Accounting and Finance,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24B85/027,A12791,Bachelor of Science in Accounting and Finance,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M25B85/001,A12625,Bachelor of Science in Accounting and Finance,Gulu High School,Gulu,Tier 2,Private/Faith-based
M25B85/004,A12658,Bachelor of Science in Accounting and Finance,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
M25B85/006,A12686,Bachelor of Science in Accounting and Finance,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
M25B85/008,A12716,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25B85/010,A12733,Bachelor of Science in Accounting and Finance,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25B85/012,A12751,Bachelor of Science in Accounting and Finance,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
M25B85/014,A12772,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25B85/017,A12788,Bachelor of Science in Accounting and Finance,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M25B85/019,A12808,Bachelor of Science in Accounting and Finance,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
S23B85/003,A12630,Bachelor of Science in Accounting and Finance,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S23B85/006,A12646,Bachelor of Science in Accounting and Finance,King's College Budo,Kampala,Tier 1,Private/Faith-based
S23B85/008,A12673,Bachelor of Science in Accounting and Finance,Ntare School,Kampala,Tier 1,Public/Mixed
S23B85/011,A12684,Bachelor of Science in Accounting and Finance,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
S23B85/013,A12700,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S23B85/015,A12714,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S23B85/017,A12727,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S23B85/019,A12730,Bachelor of Science in Accounting and Finance,Gulu High School,Gulu,Tier 2,Private/Faith-based
S23B85/022,A12762,Bachelor of Science in Accounting and Finance,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S23B85/024,A12813,Bachelor of Science in Accounting and Finance,Kibale Secondary School,Kibale,Tier 2,Public/Mixed
S24B85/003,A12618,Bachelor of Science in Accounting and Finance,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24B85/005,A12628,Bachelor of Science in Accounting and Finance,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S24B85/007,A12642,Bachelor of Science in Accounting and Finance,King's College Budo,Kampala,Tier 1,Private/Faith-based
S24B85/009,A12661,Bachelor of Science in Accounting and Finance,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
S24B85/012,A12676,Bachelor of Science in Accounting and Finance,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
S24B85/014,A12691,Bachelor of Science in Accounting and Finance,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
S24B85/018,A12734,Bachelor of Science in Accounting and Finance,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24B85/020,A12771,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S24B85/022,A12798,Bachelor of Science in Accounting and Finance,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed
S25B85/001,A12606,Bachelor of Science in Accounting and Finance,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25B85/003,A12626,Bachelor of Science in Accounting and Finance,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25B85/005,A12631,Bachelor of Science in Accounting and Finance,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
S25B85/008,A12647,Bachelor of Science in Accounting and Finance,Nabumali High School,Mbale,Tier 1,Private/Faith-based
S25B85/011,A12679,Bachelor of Science in Accounting and Finance,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25B85/013,A12694,Bachelor of Science in Accounting and Finance,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
S25B85/015,A12736,Bachelor of Science in Accounting and Finance,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
S25B85/017,A12741,Bachelor of Science in Accounting and Finance,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25B85/019,A12769,Bachelor of Science in Accounting and Finance,Ntare School,Kampala,Tier 1,Public/Mixed
S25B85/021,A12777,Bachelor of Science in Accounting and Finance,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
S25B85/024,A12803,Bachelor of Science in Accounting and Finance,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
S25B85/026,A12814,Bachelor of Science in Accounting and Finance,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J23B86/003,A12851,Bachelor of Science in Economics and Statistics,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
J23B86/006,A12879,Bachelor of Science in Economics and Statistics,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J23B86/009,A12910,Bachelor of Science in Economics and Statistics,Ntare School,Kampala,Tier 1,Public/Mixed
J23B86/011,A12939,Bachelor of Science in Economics and Statistics,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J23B86/013,A12960,Bachelor of Science in Economics and Statistics,Kalungu Secondary School,Kalungu,Tier 2,Public/Mixed
J23B86/015,A12966,Bachelor of Science in Economics and Statistics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J23B86/017,A13016,Bachelor of Science in Economics and Statistics,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J24B86/001,A12825,Bachelor of Science in Economics and Statistics,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24B86/003,A12829,Bachelor of Science in Economics and Statistics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
J24B86/005,A12856,Bachelor of Science in Economics and Statistics,King's College Budo,Kampala,Tier 1,Private/Faith-based
J24B86/008,A12876,Bachelor of Science in Economics and Statistics,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J24B86/010,A12904,Bachelor of Science in Economics and Statistics,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
J24B86/012,A12918,Bachelor of Science in Economics and Statistics,King's College Budo,Kampala,Tier 1,Private/Faith-based
J24B86/015,A12934,Bachelor of Science in Economics and Statistics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J24B86/017,A12946,Bachelor of Science in Economics and Statistics,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
J24B86/019,A12961,Bachelor of Science in Economics and Statistics,Soroti Secondary School,Soroti,Tier 2,Public/Mixed
J24B86/022,A12986,Bachelor of Science in Economics and Statistics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
J24B86/025,A13027,Bachelor of Science in Economics and Statistics,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
J25B86/002,A12842,Bachelor of Science in Economics and Statistics,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
J25B86/004,A12857,Bachelor of Science in Economics and Statistics,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J25B86/007,A12884,Bachelor of Science in Economics and Statistics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25B86/009,A12895,Bachelor of Science in Economics and Statistics,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J25B86/011,A12907,Bachelor of Science in Economics and Statistics,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
J25B86/013,A12922,Bachelor of Science in Economics and Statistics,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
J25B86/015,A12936,Bachelor of Science in Economics and Statistics,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
J25B86/017,A12994,Bachelor of Science in Economics and Statistics,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
J25B86/019,A13003,Bachelor of Science in Economics and Statistics,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J25B86/021,A13017,Bachelor of Science in Economics and Statistics,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed
J25B86/023,A13024,Bachelor of Science in Economics and Statistics,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
KJ23B86/007,A12896,Bachelor of Science in Economics and Statistics,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
KJ24B86/007,A12871,Bachelor of Science in Economics and Statistics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
KJ24B86/020,A12968,Bachelor of Science in Economics and Statistics,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
KJ25B86/005,A12869,Bachelor of Science in Economics and Statistics,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KM23B86/008,A12858,Bachelor of Science in Economics and Statistics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KM23B86/017,A12979,Bachelor of Science in Economics and Statistics,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM24B86/009,A12870,Bachelor of Science in Economics and Statistics,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
KM25B86/002,A12823,Bachelor of Science in Economics and Statistics,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
KM25B86/008,A12888,Bachelor of Science in Economics and Statistics,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
KM25B86/013,A12926,Bachelor of Science in Economics and Statistics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KS25B86/001,A12824,Bachelor of Science in Economics and Statistics,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
KS25B86/029,A13015,Bachelor of Science in Economics and Statistics,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed
M23B86/002,A12818,Bachelor of Science in Economics and Statistics,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M23B86/004,A12839,Bachelor of Science in Economics and Statistics,Kotido Secondary School,Kotido,Tier 2,Public/Mixed
M23B86/007,A12849,Bachelor of Science in Economics and Statistics,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
M23B86/010,A12883,Bachelor of Science in Economics and Statistics,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M23B86/012,A12900,Bachelor of Science in Economics and Statistics,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M23B86/014,A12920,Bachelor of Science in Economics and Statistics,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
M23B86/018,A12991,Bachelor of Science in Economics and Statistics,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed
M23B86/020,A13010,Bachelor of Science in Economics and Statistics,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24B86/001,A12819,Bachelor of Science in Economics and Statistics,Busoga High School,Iganga,Tier 2,Private/Faith-based
