REG_NO,ACC_NO,PROGRAM,ACADEMIC_YEAR,SEMESTER,SEMESTER_INDEX,COURSES_REGISTERED,TOTAL_CREDITS,QUALITY_POINTS,PASSED_COURSES,FAILED_COURSES,FCW_COUNT,FEX_COUNT,MEX_COUNT,SEMESTER_GPA
J25B91/031,A16195,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,86.5,6,1,0,1,0,3.93
J25B91/034,A16230,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,68.5,6,0,0,0,0,3.81
J25B91/034,A16230,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,95.0,7,0,0,0,0,4.32
J25B91/037,A16256,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,58.5,4,2,0,1,1,3.25
J25B91/037,A16256,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,72.0,6,1,0,1,0,3.27
J25B91/040,A16268,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,74.0,5,1,0,0,1,4.11
J25B91/040,A16268,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,75.5,5,2,1,0,1,3.43
J25B91/042,A16276,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,69.0,6,0,0,0,0,3.83
J25B91/042,A16276,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,61.5,4,3,0,3,0,2.8
J25B91/044,A16315,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,45.5,3,3,1,2,0,2.53
J25B91/044,A16315,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,71.0,7,0,0,0,0,3.23
J25B91/046,A16345,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,80.0,5,1,0,0,1,4.44
J25B91/046,A16345,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,57.5,2,5,2,1,2,2.61
J25B91/048,A16353,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,67.0,5,1,0,1,0,3.72
J25B91/048,A16353,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,53.0,4,3,0,3,0,2.41
J25B91/052,A16404,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,78.0,6,0,0,0,0,4.33
J25B91/052,A16404,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,83.5,7,0,0,0,0,3.8
J25B91/055,A16424,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,56.5,4,2,0,1,1,3.14
J25B91/055,A16424,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,67.5,5,2,2,0,0,3.07
J25B91/057,A16434,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,64.0,5,1,0,0,1,3.56
J25B91/057,A16434,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,62.5,4,3,1,2,0,2.84
J25B91/059,A16453,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,48.5,4,2,0,2,0,2.69
J25B91/059,A16453,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,45.5,3,4,3,1,0,2.07
J25B91/063,A16512,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,56.5,5,1,0,0,1,3.14
J25B91/063,A16512,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,59.0,3,4,1,3,0,2.68
J25B91/065,A16535,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,37.0,2,4,1,3,0,2.06
J25B91/065,A16535,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,62.0,6,1,0,1,0,2.82
J25B91/067,A16566,Bachelor of Laws (LLB),2025/2026,SEM1,1,6,18,43.0,3,3,0,2,1,2.39
J25B91/067,A16566,Bachelor of Laws (LLB),2025/2026,SEM2,2,7,22,67.0,5,2,0,2,0,3.05
J25C13/001,A14981,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,56.5,5,1,0,1,0,3.14
J25C13/001,A14981,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,65.0,5,2,2,0,0,2.95
J25C13/003,A14985,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,55.5,5,1,0,1,0,3.08
J25C13/003,A14985,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,68.5,5,2,0,2,0,3.11
J25C13/006,A14991,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,45.0,4,2,0,1,1,2.5
J25C13/006,A14991,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,62.5,5,2,1,1,0,2.84
J25C13/008,A15003,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,55.5,5,1,0,0,1,3.08
J25C13/008,A15003,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,71.0,7,0,0,0,0,3.23
J25C13/010,A15007,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,69.0,5,1,0,1,0,3.83
J25C13/010,A15007,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,61.0,5,2,0,1,1,2.77
J25C13/012,A15014,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,36.0,2,4,1,2,1,2.0
J25C13/012,A15014,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,75.0,6,1,0,1,0,3.41
J25C13/015,A15020,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,49.5,4,2,1,1,0,2.75
J25C13/015,A15020,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,55.5,4,3,0,2,1,2.52
J25C13/017,A15022,Higher Education Certificate (Arts),2025/2026,SEM1,1,6,18,61.0,5,1,0,1,0,3.39
J25C13/017,A15022,Higher Education Certificate (Arts),2025/2026,SEM2,2,7,22,91.5,7,0,0,0,0,4.16
J25C14/001,A15067,Higher Education Certificate (Sciences),2025/2026,SEM1,1,7,21,60.0,5,2,0,2,0,2.86
J25C14/001,A15067,Higher Education Certificate (Sciences),2025/2026,SEM2,2,6,18,45.0,4,2,1,1,0,2.5
J25C14/004,A15076,Higher Education Certificate (Sciences),2025/2026,SEM1,1,7,21,56.0,4,3,2,1,0,2.67
J25C14/004,A15076,Higher Education Certificate (Sciences),2025/2026,SEM2,2,6,18,50.0,4,2,1,1,0,2.78
J25C14/008,A15082,Higher Education Certificate (Sciences),2025/2026,SEM1,1,7,21,87.0,6,1,1,0,0,4.14
J25C14/008,A15082,Higher Education Certificate (Sciences),2025/2026,SEM2,2,6,18,81.0,6,0,0,0,0,4.5
J25C14/010,A15088,Higher Education Certificate (Sciences),2025/2026,SEM1,1,7,21,60.0,5,2,0,1,1,2.86
J25C14/010,A15088,Higher Education Certificate (Sciences),2025/2026,SEM2,2,6,18,73.5,6,0,0,0,0,4.08
J25C15/001,A15024,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J25C15/001,A15024,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,88.0,6,1,0,0,1,4.0
J25C15/004,A15030,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,59.5,6,0,0,0,0,3.31
J25C15/004,A15030,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,61.5,6,1,0,0,1,2.8
J25C15/007,A15037,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,62.5,5,1,1,0,0,3.47
J25C15/007,A15037,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,87.0,5,2,0,2,0,3.95
J25C15/010,A15043,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,45.0,5,1,0,1,0,2.5
J25C15/010,A15043,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,71.0,6,1,0,1,0,3.23
J25C15/012,A15048,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,73.5,6,0,0,0,0,4.08
J25C15/012,A15048,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,73.0,7,0,0,0,0,3.32
J25C15/014,A15055,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,34.5,2,4,1,3,0,1.92
J25C15/014,A15055,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,42.0,2,5,1,4,0,1.91
J25C15/016,A15057,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,55.0,6,0,0,0,0,3.06
J25C15/016,A15057,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,69.0,4,3,1,2,0,3.14
J25C15/018,A15064,Higher Education Certificate (Blended),2025/2026,SEM1,1,6,18,64.5,5,1,1,0,0,3.58
J25C15/018,A15064,Higher Education Certificate (Blended),2025/2026,SEM2,2,7,22,80.5,6,1,0,1,0,3.66
J25D47/001,A11158,Diploma in Information Technology,2025/2026,SEM1,1,6,18,69.0,6,0,0,0,0,3.83
J25D47/001,A11158,Diploma in Information Technology,2025/2026,SEM2,2,7,22,68.5,5,2,1,0,1,3.11
J25D47/004,A11178,Diploma in Information Technology,2025/2026,SEM1,1,6,18,40.5,4,2,1,1,0,2.25
J25D47/004,A11178,Diploma in Information Technology,2025/2026,SEM2,2,7,22,59.5,3,4,1,3,0,2.7
J25D47/006,A11194,Diploma in Information Technology,2025/2026,SEM1,1,6,18,66.0,6,0,0,0,0,3.67
J25D47/006,A11194,Diploma in Information Technology,2025/2026,SEM2,2,7,22,60.0,6,1,1,0,0,2.73
J25D47/008,A11197,Diploma in Information Technology,2025/2026,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J25D47/008,A11197,Diploma in Information Technology,2025/2026,SEM2,2,7,22,85.5,6,1,1,0,0,3.89
J25D47/010,A11211,Diploma in Information Technology,2025/2026,SEM1,1,6,18,46.0,3,3,2,1,0,2.56
J25D47/010,A11211,Diploma in Information Technology,2025/2026,SEM2,2,7,22,60.0,5,2,1,0,1,2.73
J25D48/001,A11944,Diploma in Visual Art and Design,2025/2026,SEM1,1,6,18,65.0,6,0,0,0,0,3.61
J25D48/001,A11944,Diploma in Visual Art and Design,2025/2026,SEM2,2,7,22,91.0,7,0,0,0,0,4.14
J25D48/003,A11951,Diploma in Visual Art and Design,2025/2026,SEM1,1,6,18,62.5,5,1,0,0,1,3.47
J25D48/003,A11951,Diploma in Visual Art and Design,2025/2026,SEM2,2,7,22,70.5,5,2,1,1,0,3.2
J25D48/008,A11978,Diploma in Visual Art and Design,2025/2026,SEM1,1,6,18,43.5,5,1,0,1,0,2.42
J25D48/008,A11978,Diploma in Visual Art and Design,2025/2026,SEM2,2,7,22,47.0,4,3,1,1,1,2.14
J25D67/001,A19278,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,76.5,6,0,0,0,0,4.25
J25D67/001,A19278,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,92.5,6,1,1,0,0,4.2
J25D67/004,A19294,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,49.0,3,3,0,2,1,2.72
J25D67/004,A19294,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,53.0,2,5,4,1,0,2.41
J25D67/007,A19338,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,66.5,6,0,0,0,0,3.69
J25D67/007,A19338,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,92.0,7,0,0,0,0,4.18
J25D67/009,A19344,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,74.0,5,1,0,0,1,4.11
J25D67/009,A19344,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,69.5,5,2,0,0,2,3.16
J25D67/013,A19352,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,61.0,6,0,0,0,0,3.39
J25D67/013,A19352,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,61.0,5,2,0,1,1,2.77
J25D67/015,A19359,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,43.5,3,3,0,2,1,2.42
J25D67/015,A19359,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,73.5,7,0,0,0,0,3.34
J25D67/017,A19362,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,68.0,6,0,0,0,0,3.78
J25D67/017,A19362,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,66.5,5,2,0,2,0,3.02
J25D67/019,A19366,Diploma in Social Work and Social Administration,2025/2026,SEM1,1,6,18,54.5,4,2,0,2,0,3.03
J25D67/019,A19366,Diploma in Social Work and Social Administration,2025/2026,SEM2,2,7,22,48.5,5,2,0,2,0,2.2
J25D77/002,A13257,Diploma in Business Administration,2025/2026,SEM1,1,6,18,41.0,3,3,0,1,2,2.28
J25D77/002,A13257,Diploma in Business Administration,2025/2026,SEM2,2,7,22,66.5,6,1,0,1,0,3.02
J25D77/004,A13264,Diploma in Business Administration,2025/2026,SEM1,1,6,18,68.5,6,0,0,0,0,3.81
J25D77/004,A13264,Diploma in Business Administration,2025/2026,SEM2,2,7,22,80.0,7,0,0,0,0,3.64
J25D77/007,A13279,Diploma in Business Administration,2025/2026,SEM1,1,6,18,54.5,5,1,1,0,0,3.03
J25D77/007,A13279,Diploma in Business Administration,2025/2026,SEM2,2,7,22,66.0,6,1,0,1,0,3.0
J25D77/009,A13290,Diploma in Business Administration,2025/2026,SEM1,1,6,18,66.0,5,1,1,0,0,3.67
J25D77/009,A13290,Diploma in Business Administration,2025/2026,SEM2,2,7,22,72.0,6,1,0,1,0,3.27
J25D77/011,A13309,Diploma in Business Administration,2025/2026,SEM1,1,6,18,49.0,4,2,0,2,0,2.72
J25D77/011,A13309,Diploma in Business Administration,2025/2026,SEM2,2,7,22,38.0,2,5,0,5,0,1.73
J25D77/014,A13346,Diploma in Business Administration,2025/2026,SEM1,1,6,18,62.5,4,2,1,0,1,3.47
J25D77/014,A13346,Diploma in Business Administration,2025/2026,SEM2,2,7,22,72.5,5,2,1,1,0,3.3
J25D90/002,A16577,Diploma in Law,2025/2026,SEM1,1,6,18,51.5,5,1,0,1,0,2.86
J25D90/002,A16577,Diploma in Law,2025/2026,SEM2,2,7,22,58.0,4,3,1,2,0,2.64
J25D90/004,A16582,Diploma in Law,2025/2026,SEM1,1,6,18,68.0,5,1,0,1,0,3.78
J25D90/004,A16582,Diploma in Law,2025/2026,SEM2,2,7,22,74.5,6,1,1,0,0,3.39
J25D90/008,A16607,Diploma in Law,2025/2026,SEM1,1,6,18,71.0,6,0,0,0,0,3.94
J25D90/008,A16607,Diploma in Law,2025/2026,SEM2,2,7,22,67.5,5,2,0,0,2,3.07
J25D90/010,A16624,Diploma in Law,2025/2026,SEM1,1,6,18,57.5,6,0,0,0,0,3.19
J25D90/010,A16624,Diploma in Law,2025/2026,SEM2,2,7,22,57.5,6,1,0,1,0,2.61
J25D90/012,A16646,Diploma in Law,2025/2026,SEM1,1,6,18,63.5,5,1,1,0,0,3.53
J25D90/012,A16646,Diploma in Law,2025/2026,SEM2,2,7,22,96.5,7,0,0,0,0,4.39
J25D90/014,A16675,Diploma in Law,2025/2026,SEM1,1,6,18,59.0,5,1,1,0,0,3.28
J25D90/014,A16675,Diploma in Law,2025/2026,SEM2,2,7,22,81.5,6,1,1,0,0,3.7
J25D90/016,A16677,Diploma in Law,2025/2026,SEM1,1,6,18,47.0,4,2,0,1,1,2.61
J25D90/016,A16677,Diploma in Law,2025/2026,SEM2,2,7,22,48.5,2,5,0,4,1,2.2
J25D90/019,A16686,Diploma in Law,2025/2026,SEM1,1,6,18,65.0,6,0,0,0,0,3.61
J25D90/019,A16686,Diploma in Law,2025/2026,SEM2,2,7,22,66.5,6,1,1,0,0,3.02
J25D90/021,A16692,Diploma in Law,2025/2026,SEM1,1,6,18,74.5,6,0,0,0,0,4.14
J25D90/021,A16692,Diploma in Law,2025/2026,SEM2,2,7,22,77.5,5,2,0,1,1,3.52
J25D90/023,A16706,Diploma in Law,2025/2026,SEM1,1,6,18,63.5,5,1,0,1,0,3.53
J25D90/023,A16706,Diploma in Law,2025/2026,SEM2,2,7,22,75.5,6,1,0,1,0,3.43
J25D90/025,A16724,Diploma in Law,2025/2026,SEM1,1,6,18,87.0,6,0,0,0,0,4.83
J25D90/025,A16724,Diploma in Law,2025/2026,SEM2,2,7,22,84.0,6,1,1,0,0,3.82
J25D90/029,A16745,Diploma in Law,2025/2026,SEM1,1,6,18,82.0,6,0,0,0,0,4.56
J25D90/029,A16745,Diploma in Law,2025/2026,SEM2,2,7,22,70.5,4,3,0,1,2,3.2
J25D90/031,A16754,Diploma in Law,2025/2026,SEM1,1,6,18,62.5,5,1,1,0,0,3.47
J25D90/031,A16754,Diploma in Law,2025/2026,SEM2,2,7,22,55.0,5,2,1,1,0,2.5
J25D90/033,A16764,Diploma in Law,2025/2026,SEM1,1,6,18,77.0,6,0,0,0,0,4.28
J25D90/033,A16764,Diploma in Law,2025/2026,SEM2,2,7,22,65.5,6,1,0,1,0,2.98
J25D90/036,A16774,Diploma in Law,2025/2026,SEM1,1,6,18,59.0,5,1,0,1,0,3.28
J25D90/036,A16774,Diploma in Law,2025/2026,SEM2,2,7,22,66.0,5,2,0,0,2,3.0
J25D90/040,A16801,Diploma in Law,2025/2026,SEM1,1,6,18,43.5,3,3,1,2,0,2.42
J25D90/040,A16801,Diploma in Law,2025/2026,SEM2,2,7,22,63.5,6,1,0,1,0,2.89
J25D90/042,A16813,Diploma in Law,2025/2026,SEM1,1,6,18,81.5,6,0,0,0,0,4.53
J25D90/042,A16813,Diploma in Law,2025/2026,SEM2,2,7,22,95.0,6,1,1,0,0,4.32
J25D90/044,A16834,Diploma in Law,2025/2026,SEM1,1,6,18,52.0,5,1,0,1,0,2.89
J25D90/044,A16834,Diploma in Law,2025/2026,SEM2,2,7,22,57.0,4,3,0,3,0,2.59
J25D90/046,A16847,Diploma in Law,2025/2026,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J25D90/046,A16847,Diploma in Law,2025/2026,SEM2,2,7,22,72.0,6,1,0,1,0,3.27
J25D90/048,A16853,Diploma in Law,2025/2026,SEM1,1,6,18,64.0,6,0,0,0,0,3.56
J25D90/048,A16853,Diploma in Law,2025/2026,SEM2,2,7,22,73.5,6,1,0,1,0,3.34
J25D90/050,A16858,Diploma in Law,2025/2026,SEM1,1,6,18,51.0,4,2,1,1,0,2.83
J25D90/050,A16858,Diploma in Law,2025/2026,SEM2,2,7,22,78.0,7,0,0,0,0,3.55
J25D90/053,A16863,Diploma in Law,2025/2026,SEM1,1,6,18,44.0,5,1,1,0,0,2.44
J25D90/053,A16863,Diploma in Law,2025/2026,SEM2,2,7,22,78.0,5,2,1,1,0,3.55
J25D90/055,A16868,Diploma in Law,2025/2026,SEM1,1,6,18,58.0,5,1,0,1,0,3.22
J25D90/055,A16868,Diploma in Law,2025/2026,SEM2,2,7,22,99.0,7,0,0,0,0,4.5
J25D90/057,A16880,Diploma in Law,2025/2026,SEM1,1,6,18,49.0,4,2,0,2,0,2.72
J25D90/057,A16880,Diploma in Law,2025/2026,SEM2,2,7,22,49.0,3,4,1,3,0,2.23
J25D90/059,A16884,Diploma in Law,2025/2026,SEM1,1,6,18,66.0,6,0,0,0,0,3.67
J25D90/059,A16884,Diploma in Law,2025/2026,SEM2,2,7,22,70.5,5,2,0,2,0,3.2
J25D90/061,A16907,Diploma in Law,2025/2026,SEM1,1,6,18,87.0,6,0,0,0,0,4.83
J25D90/061,A16907,Diploma in Law,2025/2026,SEM2,2,7,22,96.0,6,1,1,0,0,4.36
J25D90/064,A16933,Diploma in Law,2025/2026,SEM1,1,6,18,52.0,3,3,0,1,2,2.89
J25D90/064,A16933,Diploma in Law,2025/2026,SEM2,2,7,22,63.0,6,1,0,1,0,2.86
J25D90/068,A16950,Diploma in Law,2025/2026,SEM1,1,6,18,58.0,5,1,1,0,0,3.22
J25D90/068,A16950,Diploma in Law,2025/2026,SEM2,2,7,22,69.5,5,2,0,2,0,3.16
J25M01/002,A10249,Master of Theological Studies,2025/2026,SEM1,1,6,18,57.0,5,1,1,0,0,3.17
J25M01/002,A10249,Master of Theological Studies,2025/2026,SEM2,2,7,22,64.5,6,1,0,1,0,2.93
J25M01/004,A10255,Master of Theological Studies,2025/2026,SEM1,1,6,18,58.5,5,1,1,0,0,3.25
J25M01/004,A10255,Master of Theological Studies,2025/2026,SEM2,2,7,22,57.5,5,2,2,0,0,2.61
J25M01/007,A10266,Master of Theological Studies,2025/2026,SEM1,1,6,18,53.5,5,1,0,0,1,2.97
J25M01/007,A10266,Master of Theological Studies,2025/2026,SEM2,2,7,22,68.5,6,1,0,0,1,3.11
J25M02/004,A10166,Master of Arts in Theology,2025/2026,SEM1,1,6,18,44.0,5,1,1,0,0,2.44
J25M02/004,A10166,Master of Arts in Theology,2025/2026,SEM2,2,7,22,65.5,6,1,0,1,0,2.98
J25M02/006,A10169,Master of Arts in Theology,2025/2026,SEM1,1,6,18,53.5,5,1,0,1,0,2.97
J25M02/006,A10169,Master of Arts in Theology,2025/2026,SEM2,2,7,22,70.5,5,2,0,0,2,3.2
J25M02/008,A10185,Master of Arts in Theology,2025/2026,SEM1,1,6,18,73.5,6,0,0,0,0,4.08
J25M02/008,A10185,Master of Arts in Theology,2025/2026,SEM2,2,7,22,95.5,7,0,0,0,0,4.34
J25M03/002,A10193,Master of Divinity,2025/2026,SEM1,1,6,18,61.0,5,1,0,0,1,3.39
J25M03/002,A10193,Master of Divinity,2025/2026,SEM2,2,7,22,94.5,7,0,0,0,0,4.3
J25M03/005,A10206,Master of Divinity,2025/2026,SEM1,1,6,18,57.0,6,0,0,0,0,3.17
J25M03/005,A10206,Master of Divinity,2025/2026,SEM2,2,7,22,71.5,5,2,0,2,0,3.25
J25M03/010,A10230,Master of Divinity,2025/2026,SEM1,1,6,18,69.0,5,1,0,1,0,3.83
J25M03/010,A10230,Master of Divinity,2025/2026,SEM2,2,7,22,69.0,4,3,2,0,1,3.14
J25M07/004,A15237,Master of Education Administration and Management,2025/2026,SEM1,1,6,18,69.5,5,1,1,0,0,3.86
J25M07/004,A15237,Master of Education Administration and Management,2025/2026,SEM2,2,7,22,82.5,5,2,0,1,1,3.75
J25M07/006,A15243,Master of Education Administration and Management,2025/2026,SEM1,1,6,18,63.5,5,1,1,0,0,3.53
J25M07/006,A15243,Master of Education Administration and Management,2025/2026,SEM2,2,7,22,75.5,6,1,0,0,1,3.43
J25M09/002,A15406,Master of Library and Information Science,2025/2026,SEM1,1,6,18,70.5,5,1,1,0,0,3.92
J25M09/002,A15406,Master of Library and Information Science,2025/2026,SEM2,2,7,22,85.0,6,1,1,0,0,3.86
J25M09/004,A15414,Master of Library and Information Science,2025/2026,SEM1,1,6,18,59.5,4,2,1,0,1,3.31
J25M09/004,A15414,Master of Library and Information Science,2025/2026,SEM2,2,7,22,75.0,5,2,0,2,0,3.41
J25M09/007,A15426,Master of Library and Information Science,2025/2026,SEM1,1,6,18,54.0,5,1,0,1,0,3.0
J25M09/007,A15426,Master of Library and Information Science,2025/2026,SEM2,2,7,22,66.0,5,2,1,1,0,3.0
J25M09/009,A15429,Master of Library and Information Science,2025/2026,SEM1,1,6,18,57.5,4,2,0,2,0,3.19
J25M09/009,A15429,Master of Library and Information Science,2025/2026,SEM2,2,7,22,52.0,4,3,0,2,1,2.36
J25M10/002,A15264,Master of Education in Curriculum Studies,2025/2026,SEM1,1,7,21,67.0,6,1,1,0,0,3.19
J25M10/002,A15264,Master of Education in Curriculum Studies,2025/2026,SEM2,2,6,18,49.0,4,2,1,1,0,2.72
J25M10/004,A15294,Master of Education in Curriculum Studies,2025/2026,SEM1,1,7,21,56.0,6,1,0,1,0,2.67
J25M10/004,A15294,Master of Education in Curriculum Studies,2025/2026,SEM2,2,6,18,36.5,3,3,1,1,1,2.03
J25M11/001,A15304,Master of Educational Psychology,2025/2026,SEM1,1,6,18,59.0,5,1,0,1,0,3.28
J25M11/001,A15304,Master of Educational Psychology,2025/2026,SEM2,2,7,22,71.5,6,1,1,0,0,3.25
J25M11/003,A15311,Master of Educational Psychology,2025/2026,SEM1,1,6,18,45.0,3,3,0,3,0,2.5
J25M11/003,A15311,Master of Educational Psychology,2025/2026,SEM2,2,7,22,45.5,4,3,0,3,0,2.07
J25M11/006,A15332,Master of Educational Psychology,2025/2026,SEM1,1,6,18,59.0,5,1,1,0,0,3.28
J25M11/006,A15332,Master of Educational Psychology,2025/2026,SEM2,2,7,22,95.5,7,0,0,0,0,4.34
J25M11/009,A15344,Master of Educational Psychology,2025/2026,SEM1,1,6,18,51.0,6,0,0,0,0,2.83
J25M11/009,A15344,Master of Educational Psychology,2025/2026,SEM2,2,7,22,53.0,4,3,0,1,2,2.41
J25M12/001,A15346,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM1,1,7,21,89.0,7,0,0,0,0,4.24
J25M12/001,A15346,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM2,2,6,18,77.5,5,1,0,0,1,4.31
J25M12/003,A15355,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM1,1,7,21,75.5,6,1,0,1,0,3.6
J25M12/003,A15355,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM2,2,6,18,61.0,6,0,0,0,0,3.39
J25M12/006,A15359,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM1,1,7,21,68.0,6,1,0,1,0,3.24
J25M12/006,A15359,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM2,2,6,18,61.5,6,0,0,0,0,3.42
J25M12/008,A15371,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM1,1,7,21,60.0,5,2,1,1,0,2.86
J25M12/008,A15371,Master of Higher Education Pedagogy and Leadership,2025/2026,SEM2,2,6,18,52.5,4,2,1,1,0,2.92
J25M24/003,A12564,Master of Public Health Leadership,2025/2026,SEM1,1,6,18,55.0,6,0,0,0,0,3.06
J25M24/003,A12564,Master of Public Health Leadership,2025/2026,SEM2,2,7,22,77.0,6,1,0,0,1,3.5
J25M24/005,A12574,Master of Public Health Leadership,2025/2026,SEM1,1,6,18,58.0,5,1,1,0,0,3.22
J25M24/005,A12574,Master of Public Health Leadership,2025/2026,SEM2,2,7,22,79.5,7,0,0,0,0,3.61
J25M25/001,A12455,Master of Nursing Science,2025/2026,SEM1,1,6,18,43.5,2,4,1,3,0,2.42
J25M25/001,A12455,Master of Nursing Science,2025/2026,SEM2,2,7,22,77.5,7,0,0,0,0,3.52
J25M25/003,A12469,Master of Nursing Science,2025/2026,SEM1,1,6,18,40.0,4,2,1,1,0,2.22
J25M25/003,A12469,Master of Nursing Science,2025/2026,SEM2,2,7,22,72.0,6,1,1,0,0,3.27
J25M25/005,A12487,Master of Nursing Science,2025/2026,SEM1,1,6,18,66.5,6,0,0,0,0,3.69
J25M25/005,A12487,Master of Nursing Science,2025/2026,SEM2,2,7,22,79.0,5,2,1,1,0,3.59
J25M26/002,A12508,Master of Public Health,2025/2026,SEM1,1,7,21,90.0,6,1,0,0,1,4.29
J25M26/002,A12508,Master of Public Health,2025/2026,SEM2,2,6,18,65.5,6,0,0,0,0,3.64
J25M26/004,A12543,Master of Public Health,2025/2026,SEM1,1,7,21,72.5,5,2,1,0,1,3.45
J25M26/004,A12543,Master of Public Health,2025/2026,SEM2,2,6,18,69.0,5,1,0,1,0,3.83
J25M34/004,A10734,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),2025/2026,SEM1,1,6,18,78.5,6,0,0,0,0,4.36
J25M34/004,A10734,Master of Science in Agriculture (Rural Dev't | Crop Science | Soil Science),2025/2026,SEM2,2,7,22,90.0,6,1,0,1,0,4.09
J25M35/002,A10660,Master of Science in Agricultural Economics,2025/2026,SEM1,1,6,18,63.5,5,1,0,0,1,3.53
J25M35/002,A10660,Master of Science in Agricultural Economics,2025/2026,SEM2,2,7,22,81.0,7,0,0,0,0,3.68
J25M35/005,A10675,Master of Science in Agricultural Economics,2025/2026,SEM1,1,6,18,57.0,5,1,1,0,0,3.17
