FACULTY,DEPARTMENT,PROGRAM,PROGRAM ID,SEMESTER_INDEX,COURSE_CODE,COURSE_TITLE,COURSE_UNITS,COURSE_TYPE
"Faculty of Engineering, Design & Technology",Engineering,Bachelor of Science in Civil and Environmental Engineering,54,8,BOS0805,Fluid Mechanics 4,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Bachelor of Science in Civil and Environmental Engineering,54,8,BOS0806,Thermodynamics 4,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Bachelor of Science in Civil and Environmental Engineering,54,8,BOS0807,Electrical Principles 4,2,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0101,Introduction to Programming,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0102,Computer Architecture,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0103,Data Structures and Algorithms,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0104,Database Systems,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0105,Operating Systems,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,1,MOS0106,Computer Networks,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0201,Web Application Development,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0202,Object-Oriented Programming,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0203,Software Engineering,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0204,Systems Analysis and Design,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0205,Artificial Intelligence,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0206,Machine Learning Fundamentals,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,2,MOS0207,Cybersecurity Principles,4,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0301,Cloud Computing,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0302,Mobile Application Development,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0303,Human Computer Interaction,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0304,Data Mining,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0305,Big Data Analytics,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,3,MOS0306,Information Systems Audit,4,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0401,Research Methods in Computing,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0402,Project Management in IT,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0403,Computer Ethics and Society,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0404,Internship and Field Attachment,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0405,Final Year Project,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0406,Introduction to Programming 2,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Data Science and Analytics,52,4,MOS0407,Computer Architecture 2,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0101,Principles of Management,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0102,Principles of Accounting,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0103,Business Mathematics,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0104,Microeconomics,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0105,Macroeconomics,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,1,MOS0106,Business Communication,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0201,Marketing Principles,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0202,Financial Accounting,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0203,Managerial Accounting,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0204,Business Statistics,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0205,Organizational Behavior,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0206,Human Resource Management,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,2,MOS0207,Financial Management,4,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0301,Operations Management,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0302,Strategic Management,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0303,Entrepreneurship,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0304,Business Law,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0305,Corporate Governance,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,3,MOS0306,Taxation,4,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0401,Procurement Management,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0402,Supply Chain Management,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0403,Internship,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0404,Research Methods,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0405,Project,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0406,Principles of Management 2,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Environmental Science & Management,53,4,MOS0407,Principles of Accounting 2,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0101,Communication Skills,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0102,Critical Thinking,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0103,Research Methods,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0104,Entrepreneurship,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0105,Ethics and Integrity,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0106,Statistics,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,1,MOS0107,Project Planning,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0201,Field Attachment,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0202,Internship,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0203,Capstone Project,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0204,Professional Practice,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0205,Seminar,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,2,MOS0206,Communication Skills 2,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0301,Critical Thinking 2,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0302,Research Methods 2,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0303,Entrepreneurship 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0304,Ethics and Integrity 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0305,Statistics 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0306,Project Planning 2,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,3,MOS0307,Field Attachment 2,2,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0401,Internship 2,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0402,Capstone Project 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0403,Professional Practice 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0404,Seminar 2,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0405,Communication Skills 3,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,Master of Science in Water and Sanitation,51,4,MOS0406,Critical Thinking 3,2,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0101,Communication Skills,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0102,Critical Thinking,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0103,Research Methods,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0104,Entrepreneurship,2,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0105,Ethics and Integrity,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,1,PWA0106,Statistics,3,ELECTIVE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,2,PWA0201,Project Planning,3,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,2,PWA0202,Field Attachment,4,CORE
"Faculty of Engineering, Design & Technology",Engineering,PGD Water and Sanitation,56,2,PWA0203,Internship,2,CORE
