REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP
S25B76/008,A13113,Bachelor of Business Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
S25B76/010,A13128,Bachelor of Business Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S25B76/012,A13133,Bachelor of Business Administration,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
S25B76/016,A13158,Bachelor of Business Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25B76/018,A13166,Bachelor of Business Administration,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
S25B76/020,A13175,Bachelor of Business Administration,Makerere College School,Kampala,Tier 2,Private/Faith-based
S25B76/022,A13204,Bachelor of Business Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
S25B76/024,A13217,Bachelor of Business Administration,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
J24D77/003,A13256,Diploma in Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J24D77/005,A13265,Diploma in Business Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
J24D77/007,A13273,Diploma in Business Administration,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J24D77/010,A13295,Diploma in Business Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
J24D77/012,A13316,Diploma in Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J24D77/014,A13322,Diploma in Business Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J24D77/017,A13351,Diploma in Business Administration,Busoga High School,Iganga,Tier 2,Private/Faith-based
J25D77/001,A13252,Diploma in Business Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
J25D77/003,A13259,Diploma in Business Administration,Gulu High School,Gulu,Tier 2,Private/Faith-based
J25D77/005,A13274,Diploma in Business Administration,Lira Town College,Lira,Tier 2,Private/Faith-based
J25D77/008,A13284,Diploma in Business Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
J25D77/010,A13299,Diploma in Business Administration,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
J25D77/013,A13344,Diploma in Business Administration,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
KJ24D77/002,A13253,Diploma in Business Administration,Rakai Secondary School,Rakai,Tier 2,Public/Mixed
KJ24D77/016,A13348,Diploma in Business Administration,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
KJ25D77/012,A13332,Diploma in Business Administration,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
KM24D77/011,A13298,Diploma in Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
KM25D77/006,A13276,Diploma in Business Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
KM25D77/016,A13330,Diploma in Business Administration,Lira Town College,Lira,Tier 2,Private/Faith-based
KS24D77/003,A13254,Diploma in Business Administration,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based
KS24D77/021,A13352,Diploma in Business Administration,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
KS25D77/014,A13342,Diploma in Business Administration,Lira Town College,Lira,Tier 2,Private/Faith-based
M24D77/002,A13262,Diploma in Business Administration,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24D77/004,A13268,Diploma in Business Administration,Tororo Girls School,Tororo,Tier 2,Private/Faith-based
M24D77/007,A13289,Diploma in Business Administration,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based
M24D77/009,A13296,Diploma in Business Administration,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M24D77/012,A13305,Diploma in Business Administration,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
M24D77/014,A13312,Diploma in Business Administration,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed
M24D77/016,A13333,Diploma in Business Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
M24D77/018,A13338,Diploma in Business Administration,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
M25D77/001,A13247,Diploma in Business Administration,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M25D77/003,A13255,Diploma in Business Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M25D77/005,A13271,Diploma in Business Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25D77/009,A13285,Diploma in Business Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25D77/011,A13287,Diploma in Business Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
M25D77/013,A13317,Diploma in Business Administration,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
M25D77/015,A13323,Diploma in Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25D77/018,A13337,Diploma in Business Administration,Ntare School,Kampala,Tier 1,Public/Mixed
M25D77/020,A13349,Diploma in Business Administration,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed
S24D77/002,A13251,Diploma in Business Administration,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed
S24D77/005,A13263,Diploma in Business Administration,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed
S24D77/007,A13280,Diploma in Business Administration,Seeta High School,Kampala,Tier 2,Private/Faith-based
S24D77/009,A13303,Diploma in Business Administration,Busoga High School,Iganga,Tier 2,Private/Faith-based
S24D77/011,A13308,Diploma in Business Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S24D77/014,A13318,Diploma in Business Administration,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
S24D77/016,A13325,Diploma in Business Administration,Ntare School,Kampala,Tier 1,Public/Mixed
S24D77/018,A13329,Diploma in Business Administration,Kasese Secondary School,Kasese,Tier 2,Public/Mixed
S24D77/020,A13341,Diploma in Business Administration,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S25D77/002,A13260,Diploma in Business Administration,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
S25D77/004,A13288,Diploma in Business Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
S25D77/007,A13300,Diploma in Business Administration,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based
S25D77/009,A13313,Diploma in Business Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25D77/011,A13319,Diploma in Business Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S25D77/013,A13339,Diploma in Business Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S25D77/016,A13350,Diploma in Business Administration,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J24M75/002,A13362,Master of Arts in Organizational Leadership and Management,Butambala Secondary School,Butambala,Tier 2,Public/Mixed
J24M75/005,A13390,Master of Arts in Organizational Leadership and Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed
J24M75/007,A13402,Master of Arts in Organizational Leadership and Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
J24M75/009,A13419,Master of Arts in Organizational Leadership and Management,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J24M75/011,A13423,Master of Arts in Organizational Leadership and Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
J25M75/001,A13355,Master of Arts in Organizational Leadership and Management,Gayaza High School,Kampala,Tier 1,Private/Faith-based
J25M75/004,A13371,Master of Arts in Organizational Leadership and Management,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
J25M75/008,A13398,Master of Arts in Organizational Leadership and Management,Makerere College School,Kampala,Tier 2,Private/Faith-based
J25M75/010,A13403,Master of Arts in Organizational Leadership and Management,Mubende Secondary School,Mubende,Tier 2,Public/Mixed
J25M75/012,A13417,Master of Arts in Organizational Leadership and Management,Lubiri Secondary School,Kampala,Tier 2,Public/Mixed
J25M75/014,A13431,Master of Arts in Organizational Leadership and Management,Busoga High School,Iganga,Tier 2,Private/Faith-based
KJ24M75/003,A13384,Master of Arts in Organizational Leadership and Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
KJ25M75/005,A13374,Master of Arts in Organizational Leadership and Management,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
KM24M75/003,A13368,Master of Arts in Organizational Leadership and Management,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
KM24M75/012,A13388,Master of Arts in Organizational Leadership and Management,King's College Budo,Kampala,Tier 1,Private/Faith-based
KM25M75/007,A13401,Master of Arts in Organizational Leadership and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M75/002,A13365,Master of Arts in Organizational Leadership and Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based
M24M75/005,A13373,Master of Arts in Organizational Leadership and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M24M75/008,A13377,Master of Arts in Organizational Leadership and Management,Gayaza High School,Kampala,Tier 1,Private/Faith-based
M24M75/010,A13385,Master of Arts in Organizational Leadership and Management,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
M24M75/013,A13392,Master of Arts in Organizational Leadership and Management,Lira Town College,Lira,Tier 2,Private/Faith-based
M24M75/015,A13399,Master of Arts in Organizational Leadership and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M24M75/017,A13409,Master of Arts in Organizational Leadership and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M24M75/019,A13412,Master of Arts in Organizational Leadership and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M24M75/021,A13424,Master of Arts in Organizational Leadership and Management,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24M75/023,A13427,Master of Arts in Organizational Leadership and Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed
M24M75/025,A13429,Master of Arts in Organizational Leadership and Management,Seeta High School,Kampala,Tier 2,Private/Faith-based
M25M75/003,A13361,Master of Arts in Organizational Leadership and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25M75/005,A13378,Master of Arts in Organizational Leadership and Management,Ngora High School,Soroti,Tier 2,Private/Faith-based
M25M75/008,A13404,Master of Arts in Organizational Leadership and Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based
M25M75/010,A13415,Master of Arts in Organizational Leadership and Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based
M25M75/012,A13418,Master of Arts in Organizational Leadership and Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25M75/014,A13430,Master of Arts in Organizational Leadership and Management,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed
S24M75/002,A13366,Master of Arts in Organizational Leadership and Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
S24M75/004,A13372,Master of Arts in Organizational Leadership and Management,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
S24M75/006,A13386,Master of Arts in Organizational Leadership and Management,Namasagali College,Kamuli,Tier 1,Private/Faith-based
S24M75/008,A13408,Master of Arts in Organizational Leadership and Management,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based
S24M75/010,A13432,Master of Arts in Organizational Leadership and Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25M75/002,A13383,Master of Arts in Organizational Leadership and Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
S25M75/004,A13397,Master of Arts in Organizational Leadership and Management,Kiboga Secondary School,Kiboga,Tier 2,Public/Mixed
J24M74/003,A13457,Master of Business Administration,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J24M74/005,A13463,Master of Business Administration,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J24M74/009,A13501,Master of Business Administration,Gulu High School,Gulu,Tier 2,Private/Faith-based
J25M74/001,A13437,Master of Business Administration,Iganga Secondary School,Iganga,Tier 2,Public/Mixed
J25M74/004,A13447,Master of Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
J25M74/007,A13476,Master of Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
J25M74/009,A13479,Master of Business Administration,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed
J25M74/012,A13493,Master of Business Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
KJ24M74/001,A13438,Master of Business Administration,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based
KJ24M74/008,A13499,Master of Business Administration,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed
KJ25M74/005,A13451,Master of Business Administration,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based
KJ25M74/013,A13511,Master of Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM24M74/005,A13460,Master of Business Administration,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed
KM24M74/014,A13500,Master of Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
KM25M74/015,A13503,Master of Business Administration,Mbarara High School,Mbarara,Tier 1,Private/Faith-based
KS24M74/008,A13510,Master of Business Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
M24M74/002,A13439,Master of Business Administration,Kumi Secondary School,Kumi,Tier 2,Public/Mixed
M24M74/004,A13456,Master of Business Administration,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed
M24M74/008,A13467,Master of Business Administration,Gomba Secondary School,Gomba,Tier 2,Public/Mixed
M24M74/010,A13472,Master of Business Administration,Mbale Secondary School,Mbale,Tier 2,Public/Mixed
M24M74/012,A13483,Master of Business Administration,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based
M24M74/015,A13505,Master of Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
M25M74/001,A13436,Master of Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
M25M74/003,A13448,Master of Business Administration,Busoga High School,Iganga,Tier 2,Private/Faith-based
M25M74/005,A13453,Master of Business Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based
M25M74/007,A13455,Master of Business Administration,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based
M25M74/009,A13485,Master of Business Administration,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based
M25M74/012,A13497,Master of Business Administration,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based
M25M74/014,A13502,Master of Business Administration,Hoima Secondary School,Hoima,Tier 2,Public/Mixed
S24M74/001,A13444,Master of Business Administration,Nabumali High School,Mbale,Tier 1,Private/Faith-based
S24M74/003,A13480,Master of Business Administration,Jinja Secondary School,Jinja,Tier 2,Public/Mixed
S24M74/006,A13491,Master of Business Administration,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed
S24M74/009,A13513,Master of Business Administration,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based
S25M74/002,A13449,Master of Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
S25M74/004,A13461,Master of Business Administration,Muni Girls School,Arua,Tier 2,Private/Faith-based
S25M74/006,A13473,Master of Business Administration,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based
S25M74/008,A13475,Master of Business Administration,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based
