REG_NO,ACC_NO,PROGRAM,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,STUDENT_LIST
KS24B83/029,A14044,Bachelor of Procurement and Logistics Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
KS24B83/031,A14052,Bachelor of Procurement and Logistics Management,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List15
KS25B83/005,A13876,Bachelor of Procurement and Logistics Management,Gulu High School,Gulu,Tier 2,Private/Faith-based,List15
M23B83/001,A13856,Bachelor of Procurement and Logistics Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M23B83/003,A13874,Bachelor of Procurement and Logistics Management,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,List15
M23B83/005,A13893,Bachelor of Procurement and Logistics Management,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List15
M23B83/011,A13973,Bachelor of Procurement and Logistics Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M23B83/014,A13993,Bachelor of Procurement and Logistics Management,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,List15
M23B83/016,A14007,Bachelor of Procurement and Logistics Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
M23B83/018,A14024,Bachelor of Procurement and Logistics Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
M24B83/001,A13855,Bachelor of Procurement and Logistics Management,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List15
M24B83/003,A13859,Bachelor of Procurement and Logistics Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
M24B83/005,A13902,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M24B83/007,A13919,Bachelor of Procurement and Logistics Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List15
M24B83/010,A13981,Bachelor of Procurement and Logistics Management,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,List15
M24B83/012,A13988,Bachelor of Procurement and Logistics Management,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,List15
M24B83/014,A13996,Bachelor of Procurement and Logistics Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List15
M24B83/017,A14018,Bachelor of Procurement and Logistics Management,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,List15
M24B83/019,A14038,Bachelor of Procurement and Logistics Management,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List15
M24B83/021,A14054,Bachelor of Procurement and Logistics Management,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,List15
M25B83/002,A13860,Bachelor of Procurement and Logistics Management,Kakumiro Secondary School,Kakumiro,Tier 2,Public/Mixed,List15
M25B83/004,A13881,Bachelor of Procurement and Logistics Management,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
M25B83/006,A13901,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M25B83/008,A13958,Bachelor of Procurement and Logistics Management,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
M25B83/013,A14015,Bachelor of Procurement and Logistics Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
M25B83/015,A14030,Bachelor of Procurement and Logistics Management,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List15
M25B83/017,A14048,Bachelor of Procurement and Logistics Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
M25B83/019,A14063,Bachelor of Procurement and Logistics Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List15
S23B83/002,A13867,Bachelor of Procurement and Logistics Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
S23B83/005,A13899,Bachelor of Procurement and Logistics Management,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,List15
S23B83/007,A13922,Bachelor of Procurement and Logistics Management,Kamuli Secondary School,Kamuli,Tier 2,Public/Mixed,List15
S23B83/009,A13938,Bachelor of Procurement and Logistics Management,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
S23B83/012,A13947,Bachelor of Procurement and Logistics Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
S23B83/014,A13972,Bachelor of Procurement and Logistics Management,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List15
S23B83/017,A13998,Bachelor of Procurement and Logistics Management,Gayaza High School,Kampala,Tier 1,Private/Faith-based,List15
S23B83/019,A14002,Bachelor of Procurement and Logistics Management,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,List15
S23B83/022,A14025,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
S23B83/024,A14035,Bachelor of Procurement and Logistics Management,Busoga High School,Iganga,Tier 2,Private/Faith-based,List15
S23B83/026,A14051,Bachelor of Procurement and Logistics Management,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List15
S24B83/001,A13857,Bachelor of Procurement and Logistics Management,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List15
S24B83/003,A13871,Bachelor of Procurement and Logistics Management,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List15
S24B83/005,A13884,Bachelor of Procurement and Logistics Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
S24B83/007,A13888,Bachelor of Procurement and Logistics Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
S24B83/009,A13895,Bachelor of Procurement and Logistics Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
S24B83/012,A13912,Bachelor of Procurement and Logistics Management,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,List15
S24B83/015,A13931,Bachelor of Procurement and Logistics Management,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List15
S24B83/017,A13949,Bachelor of Procurement and Logistics Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
S24B83/019,A13960,Bachelor of Procurement and Logistics Management,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List15
S24B83/022,A13989,Bachelor of Procurement and Logistics Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
S24B83/024,A14016,Bachelor of Procurement and Logistics Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
S24B83/026,A14022,Bachelor of Procurement and Logistics Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
S24B83/032,A14060,Bachelor of Procurement and Logistics Management,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,List15
S25B83/002,A13864,Bachelor of Procurement and Logistics Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
S25B83/007,A13889,Bachelor of Procurement and Logistics Management,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,List15
S25B83/009,A13896,Bachelor of Procurement and Logistics Management,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,List15
S25B83/011,A13906,Bachelor of Procurement and Logistics Management,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,List15
S25B83/013,A13928,Bachelor of Procurement and Logistics Management,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,List15
S25B83/015,A13943,Bachelor of Procurement and Logistics Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
S25B83/017,A13959,Bachelor of Procurement and Logistics Management,Muni Girls School,Arua,Tier 2,Private/Faith-based,List15
S25B83/019,A13964,Bachelor of Procurement and Logistics Management,Mpigi Secondary School,Mpigi,Tier 2,Public/Mixed,List15
S25B83/021,A13969,Bachelor of Procurement and Logistics Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
S25B83/023,A13979,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
S25B83/025,A14001,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
S25B83/027,A14014,Bachelor of Procurement and Logistics Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List15
S25B83/029,A14031,Bachelor of Procurement and Logistics Management,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List15
S25B83/031,A14053,Bachelor of Procurement and Logistics Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
J24M82/001,A14068,Master of Science in Procurement and Supply Chain Management,Kyenjojo Secondary School,Kyenjojo,Tier 2,Public/Mixed,List15
J24M82/005,A14105,Master of Science in Procurement and Supply Chain Management,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,List15
J24M82/008,A14121,Master of Science in Procurement and Supply Chain Management,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,List15
J24M82/010,A14127,Master of Science in Procurement and Supply Chain Management,Moroto High School,Moroto,Tier 2,Private/Faith-based,List15
J24M82/012,A14133,Master of Science in Procurement and Supply Chain Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
J25M82/001,A14065,Master of Science in Procurement and Supply Chain Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
J25M82/004,A14092,Master of Science in Procurement and Supply Chain Management,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,List15
J25M82/007,A14114,Master of Science in Procurement and Supply Chain Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
J25M82/009,A14124,Master of Science in Procurement and Supply Chain Management,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,List15
KJ24M82/002,A14096,Master of Science in Procurement and Supply Chain Management,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,List15
KJ24M82/007,A14117,Master of Science in Procurement and Supply Chain Management,Busoga High School,Iganga,Tier 2,Private/Faith-based,List15
KJ25M82/005,A14098,Master of Science in Procurement and Supply Chain Management,Nebbi Secondary School,Nebbi,Tier 2,Public/Mixed,List15
KM24M82/009,A14101,Master of Science in Procurement and Supply Chain Management,Ntare School,Kampala,Tier 1,Public/Mixed,List15
KM25M82/005,A14082,Master of Science in Procurement and Supply Chain Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
KS24M82/007,A14120,Master of Science in Procurement and Supply Chain Management,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,List15
KS25M82/010,A14118,Master of Science in Procurement and Supply Chain Management,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M24M82/001,A14066,Master of Science in Procurement and Supply Chain Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List15
M24M82/003,A14074,Master of Science in Procurement and Supply Chain Management,Makerere College School,Kampala,Tier 2,Private/Faith-based,List15
M24M82/005,A14080,Master of Science in Procurement and Supply Chain Management,Nabumali High School,Mbale,Tier 1,Private/Faith-based,List15
M24M82/007,A14085,Master of Science in Procurement and Supply Chain Management,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,List15
M24M82/010,A14107,Master of Science in Procurement and Supply Chain Management,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,List15
M24M82/012,A14112,Master of Science in Procurement and Supply Chain Management,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,List15
M24M82/015,A14141,Master of Science in Procurement and Supply Chain Management,Lwengo Secondary School,Lwengo,Tier 2,Public/Mixed,List15
M25M82/002,A14076,Master of Science in Procurement and Supply Chain Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
M25M82/004,A14081,Master of Science in Procurement and Supply Chain Management,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,List15
M25M82/007,A14090,Master of Science in Procurement and Supply Chain Management,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,List15
M25M82/009,A14094,Master of Science in Procurement and Supply Chain Management,Ntare School,Kampala,Tier 1,Public/Mixed,List15
M25M82/011,A14110,Master of Science in Procurement and Supply Chain Management,King's College Budo,Kampala,Tier 1,Private/Faith-based,List15
M25M82/013,A14136,Master of Science in Procurement and Supply Chain Management,Gulu High School,Gulu,Tier 2,Private/Faith-based,List15
S24M82/003,A14093,Master of Science in Procurement and Supply Chain Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List15
S24M82/005,A14102,Master of Science in Procurement and Supply Chain Management,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,List15
S24M82/008,A14129,Master of Science in Procurement and Supply Chain Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
S25M82/001,A14067,Master of Science in Procurement and Supply Chain Management,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,List15
S25M82/003,A14075,Master of Science in Procurement and Supply Chain Management,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
S25M82/006,A14097,Master of Science in Procurement and Supply Chain Management,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,List15
S25M82/008,A14109,Master of Science in Procurement and Supply Chain Management,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
S25M82/012,A14130,Master of Science in Procurement and Supply Chain Management,Kasese Secondary School,Kasese,Tier 2,Public/Mixed,List15
S25M82/014,A14132,Master of Science in Procurement and Supply Chain Management,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,List15
S25M82/016,A14140,Master of Science in Procurement and Supply Chain Management,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,List15
S25M82/018,A14143,Master of Science in Procurement and Supply Chain Management,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,List15
J24P81/001,A14162,PGD Sustainable Business and Renewable Energy,Kyegegwa Secondary School,Kyegegwa,Tier 2,Public/Mixed,List15
J24P81/003,A14173,PGD Sustainable Business and Renewable Energy,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,List15
J25P81/001,A14153,PGD Sustainable Business and Renewable Energy,Lira Town College,Lira,Tier 2,Private/Faith-based,List15
J25P81/004,A14166,PGD Sustainable Business and Renewable Energy,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,List15
J25P81/006,A14184,PGD Sustainable Business and Renewable Energy,Sembabule Secondary School,Sembabule,Tier 2,Public/Mixed,List15
KJ24P81/005,A14182,PGD Sustainable Business and Renewable Energy,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,List15
KM25P81/002,A14158,PGD Sustainable Business and Renewable Energy,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List15
KS24P81/009,A14169,PGD Sustainable Business and Renewable Energy,St. Leo's College Fort Portal,Fort Portal,Tier 2,Private/Faith-based,List15
KS25P81/002,A14147,PGD Sustainable Business and Renewable Energy,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,List15
KS25P81/007,A14179,PGD Sustainable Business and Renewable Energy,King's College Budo,Kampala,Tier 1,Private/Faith-based,List15
M24P81/002,A14164,PGD Sustainable Business and Renewable Energy,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,List15
M24P81/004,A14178,PGD Sustainable Business and Renewable Energy,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,List15
M24P81/006,A14186,PGD Sustainable Business and Renewable Energy,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,List15
M25P81/003,A14171,PGD Sustainable Business and Renewable Energy,Namasagali College,Kamuli,Tier 1,Private/Faith-based,List15
M25P81/005,A14183,PGD Sustainable Business and Renewable Energy,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,List15
